window,model,best_epoch,best_iteration,n_observations,n_dates,n_directional_auc_dates,n_rank_ic_dates,accuracy,balanced_accuracy,macro_f1,mean_daily_directional_auc,mean_daily_rank_ic,mean_daily_macro_auc,mean_daily_extreme_auc,mean_daily_bottom_auc,mean_daily_middle_auc,mean_daily_top_auc,pooled_macro_auc,log_loss,validation_model_path
3,CNN+GRU,8.0,,249000,498,498,498,0.49024899598393573,0.4078552771664754,0.40329179154735795,0.5111115167741673,0.014098582375451798,0.6154956126735122,0.596565742176621,0.5974940847548486,0.6533553536672945,0.5956373995983936,0.6160247826938626,1.0444370061765926,/content/drive/MyDrive/alpha_ml/models/02_cross_sectional/a2f95b346ee9/validation_best_3d.pt
