window,model,epoch,train_total_loss,train_multiclass_loss,train_directional_loss,validation_mean_daily_directional_auc,validation_mean_daily_rank_ic,validation_mean_daily_macro_auc,validation_mean_daily_extreme_auc,validation_log_loss
60,FCNN,1,1.7285694279618171,1.0567983687744982,0.6717710586741936,0.5011750154607297,0.008919975380581799,0.5828354456614361,0.548167002433105,1.096349224689483
60,FCNN,2,1.577457591029238,0.990282862311224,0.5871747278559635,0.5172278338945006,0.030924246254808146,0.583493467088903,0.5491339043164895,1.14803523500603
60,FCNN,3,1.4510562917828231,0.9368817621518758,0.5141745284199715,0.5236091069424403,0.037262173538490075,0.5810926928559934,0.5468317171776432,1.1804294376149214
60,FCNN,4,1.3481353575122585,0.8932083101311991,0.4549270495772362,0.5155954098811242,0.029477922102164607,0.578518070842752,0.5430383992819778,1.2106567193556061
60,FCNN,5,1.2579041549079018,0.8544232999244012,0.4034808551682257,0.522547928262214,0.03746173852722622,0.5795754588428585,0.5464693479566104,1.2336987623010809
60,FCNN,6,1.180262206507123,0.8203597107784151,0.35990249691915904,0.5147490780824114,0.026180372476591954,0.5746618567500339,0.5404392206005806,1.2812845684109921
60,FCNN,7,1.1146491529117275,0.7913834465354599,0.3232657050985853,0.5212799193751575,0.03559416947871873,0.5780197666087579,0.5447289092748614,1.273769765834031
60,FCNN,8,1.051144304559579,0.7627146674253396,0.2884296380424713,0.5196358139215282,0.032989089561800425,0.5749472776749401,0.5421404890551399,1.3233866802981928
60,CNN,1,1.7101257154435823,1.0489992373327908,0.6611264777618663,0.5007473831283357,0.010373567916040367,0.58484441407027,0.548892486096053,1.0811233797062936
60,CNN,2,1.5699677876204499,0.9864488070415072,0.5835189784032911,0.49914061247394576,0.012467424672419779,0.5763576734238439,0.5350873038963438,1.1464690456730644
60,CNN,3,1.4500263518866756,0.9360133050312353,0.5140130475943411,0.5040843812272384,0.016451136933799435,0.5737012633832496,0.5339017884081684,1.199988005050415
60,CNN,4,1.3394927659556886,0.8888345510178033,0.45065821438370984,0.49233399757209284,0.002058859718432062,0.5654574382191376,0.5234331973290336,1.2952530787215373
60,CNN,5,1.24071485538949,0.8461396646154814,0.394575191328184,0.4988247554914222,0.00796014743242646,0.5637422414001861,0.5250942675806647,1.3413225166439715
60,CNN,6,1.157239522979936,0.8096607103738575,0.34757881291908505,0.49902402711926525,0.008028816877172268,0.5596041030089238,0.5230984007847831,1.4527657667520661
60,CNN,7,1.0844553970929347,0.7773695928827133,0.3070858054058036,0.4964836574360384,0.0042085536505411265,0.5631057939977322,0.526073918345099,1.3990513529340594
60,CNN,8,1.0236524767947919,0.749614365665709,0.2740381114472207,0.4956199180008704,0.0031512483056734984,0.5572523341197186,0.5220929826315187,1.503634856174316
60,GRU,1,1.7210215693827176,1.0550314963028122,0.6659900720741795,0.49439726058773675,0.001396888744017555,0.5800312025293676,0.540437388337746,1.0940412868784637
