window,model,best_epoch,best_iteration,n_observations,n_dates,n_directional_auc_dates,n_rank_ic_dates,accuracy,balanced_accuracy,macro_f1,mean_daily_directional_auc,mean_daily_rank_ic,mean_daily_macro_auc,mean_daily_extreme_auc,mean_daily_bottom_auc,mean_daily_middle_auc,mean_daily_top_auc,pooled_macro_auc,log_loss,validation_model_path
60,FCNN,3.0,,220500,441,441,441,0.3980952380952381,0.3976732348102912,0.3691844643349274,0.5236091069424403,0.037262173538490075,0.5810926928559934,0.5468317171776432,0.5395882359425882,0.6496146442126938,0.5540751984126984,0.5806470086997275,1.1804294376149214,/content/drive/MyDrive/alpha_ml/models/02_cross_sectional/a2f95b346ee9/validation_best_60d.pt
