window,model,best_epoch,best_iteration,n_observations,n_dates,n_directional_auc_dates,n_rank_ic_dates,accuracy,balanced_accuracy,macro_f1,mean_daily_directional_auc,mean_daily_rank_ic,mean_daily_macro_auc,mean_daily_extreme_auc,mean_daily_bottom_auc,mean_daily_middle_auc,mean_daily_top_auc,pooled_macro_auc,log_loss,validation_model_path
5,FCNN,8.0,,248000,496,496,496,0.4495806451612903,0.40251428996318345,0.38355033967908786,0.5155897686542847,0.021488585174026475,0.5980057534000816,0.5731526863044105,0.5890284572862403,0.6477118875914241,0.5572769153225807,0.5958467095876375,1.0642052706833725,/content/drive/MyDrive/alpha_ml/models/02_cross_sectional/a2f95b346ee9/validation_best_5d.pt
