window,model,best_epoch,best_iteration,n_observations,n_dates,n_directional_auc_dates,n_rank_ic_dates,accuracy,balanced_accuracy,macro_f1,mean_daily_directional_auc,mean_daily_rank_ic,mean_daily_macro_auc,mean_daily_extreme_auc,mean_daily_bottom_auc,mean_daily_middle_auc,mean_daily_top_auc,pooled_macro_auc,log_loss,validation_model_path
20,CNN,9.0,,240500,481,481,481,0.4048274428274428,0.39773460517646564,0.3721287458863642,0.5311936411936412,0.04075042793576312,0.5805195894291025,0.55153485127285,0.5803667399677375,0.6384890657416075,0.5227029625779626,0.5798349198993707,1.1444772453043826,/content/drive/MyDrive/alpha_ml/models/02_cross_sectional/a2f95b346ee9/validation_best_20d.pt
