window,model,epoch,train_loss,validation_mean_daily_macro_auc,validation_mean_daily_extreme_auc,validation_log_loss
1,FCNN,1,0.9241593607608846,0.6144847345562876,0.6031140446277138,0.9178304916876412
1,FCNN,2,0.9174075430592163,0.618994565368978,0.6071354322448926,0.9171100163540103
1,FCNN,3,0.9147957385770532,0.6199556008168982,0.607927038662033,0.9150323682061244
1,FCNN,4,0.9129999857864632,0.6242257888044874,0.6117201349857397,0.9127668573759052
1,FCNN,5,0.9113661937760992,0.6219924017865187,0.6095940033476575,0.9168917712195256
1,FCNN,6,0.909918766305936,0.6236559776631991,0.6111354080267215,0.9155764701896104
1,FCNN,7,0.9089784369563424,0.6267300607092825,0.6138519097213233,0.9146352546622416
1,FCNN,8,0.9078645001973538,0.6246927831858912,0.6116152414857056,0.914234801250483
1,FCNN,9,0.9067741644303532,0.6245023226519907,0.6109946356446103,0.9156507959047884
1,FCNN,10,0.9057652928971296,0.6258041545551553,0.6121634970983072,0.9131490337290458
1,FCNN,11,0.9045697544189478,0.6241250149029941,0.6108956093951833,0.9141227470783176
1,FCNN,12,0.9033854231139682,0.6232592318231571,0.6098585627241955,0.9154141646246924
1,CNN,1,0.927479601182685,0.6136190393232487,0.6021122333201859,0.9183449014818278
1,CNN,2,0.9175315127467476,0.619825054545289,0.6078227033235719,0.9178921741134612
1,CNN,3,0.9150735862207728,0.6224770477260242,0.6102075230837307,0.9140592562149934
1,CNN,4,0.9137404039206094,0.6241206345025944,0.6116284098768731,0.9131829805588666
1,CNN,5,0.91295859040014,0.6246773337603914,0.6120852445483208,0.9166104372620496
1,CNN,6,0.9124234673992688,0.6243025250571125,0.611821055376236,0.9146425860995092
1,CNN,7,0.9120348731413582,0.6258601175336677,0.6131740356108712,0.9128460950227552
1,CNN,8,0.9116738070320608,0.6263705386046761,0.6136712714392236,0.9124007870585203
1,CNN,9,0.9114460180926796,0.6258972112942175,0.6132741442426076,0.9137033703839436
1,CNN,10,0.9110116149416032,0.6255927138972702,0.6129148445337103,0.9134800544859916
1,CNN,11,0.9107719318756204,0.6253831165236574,0.6126302363020703,0.9128967077384156
1,CNN,12,0.9106681830046192,0.6237094733297287,0.6112064225387445,0.913968370598642
1,CNN,13,0.9102243682011864,0.6247460837778651,0.6121029060629326,0.9155545405907608
1,GRU,1,0.9301925867203844,0.6167783098996726,0.6048795931535262,0.9163692687233914
1,GRU,2,0.9156776318486952,0.6205661708064029,0.6083108406135133,0.9149530078246192
1,GRU,3,0.9128308312782388,0.6248321193300242,0.6122906903152792,0.9126840535976654
1,GRU,4,0.9114165567009654,0.6270511624159919,0.6142178203469171,0.9113381285849488
1,GRU,5,0.9103624105848224,0.6266892948843678,0.6139317209741175,0.9122953233878708
1,GRU,6,0.9096434417544612,0.6290507372176899,0.6159988234897292,0.91079916983579
1,GRU,7,0.9090714905435676,0.627112814574039,0.6143212311853437,0.911085416084215
1,GRU,8,0.9084433934151732,0.6289098881156515,0.6159524745162995,0.91003327462688
1,GRU,9,0.9079147300183378,0.6286653634649174,0.6156491835223112,0.91263223585387
1,GRU,10,0.9076904645818747,0.6290759929075459,0.6158107222288486,0.9107374309620392
1,GRU,11,0.907177749611684,0.630680200996538,0.6174638539809703,0.9103756995553588
1,GRU,12,0.9068234577873684,0.6288280164114437,0.6157865459671569,0.9109863214276882
1,GRU,13,0.9064933269229156,0.6303259848855348,0.6171974611579754,0.9107125638340814
1,GRU,14,0.9060348952448132,0.6297370005726556,0.6165086450497644,0.9108271792939504
1,GRU,15,0.9056123924571158,0.629686127950213,0.6163925659357434,0.9110362065384128
1,GRU,16,0.905224728939549,0.6295459307616783,0.6162896311543956,0.9110468881600984
1,Transformer,1,0.9258128728692896,0.6172952208860908,0.6055043435416902,0.9197372023297692
1,Transformer,2,0.914668275031033,0.6237368345027254,0.6113979549585795,0.9129215823470274
1,Transformer,3,0.9121676611584544,0.6284232794676221,0.6155556509474184,0.9116466058321128
1,Transformer,4,0.9107652663789838,0.6296076543636971,0.6166899676628483,0.9133431414166904
1,Transformer,5,0.909783607760802,0.6282625565696617,0.6154481852562196,0.9108620784199426
1,Transformer,6,0.9090038101404708,0.6301038548928761,0.6170982799843742,0.9102123951751347
1,Transformer,7,0.9082174965877406,0.6285639958277301,0.6157532418339554,0.9103002477950094
1,Transformer,8,0.907644499058755,0.6308688869808531,0.6178073829711406,0.9100369160280046
1,Transformer,9,0.9071367734710112,0.6310819496324205,0.6179188978380166,0.9091951863900504
1,Transformer,10,0.9065771796055976,0.6305784658628437,0.6173712171603419,0.9095352773386548
1,Transformer,11,0.9061126168989976,0.6305067250439829,0.6173760322825462,0.9099154153878724
1,Transformer,12,0.9056279680586808,0.63155562451768,0.6183307054132106,0.9092490932016912
1,Transformer,13,0.9052951459458332,0.628707895610317,0.615750577662049,0.9122441578557084
1,Transformer,14,0.9047609487906196,0.6301295366148123,0.6169950592384182,0.9112751270283066
1,Transformer,15,0.9043358865163184,0.6303210917031666,0.6170253364603477,0.9102345056545844
1,Transformer,16,0.903752338175742,0.6296114682890073,0.616289964086214,0.9126053675879524
1,Transformer,17,0.9031337154227376,0.6296419523875404,0.6162478446304056,0.9107332116841952
1,CNN+GRU,1,0.92725594288466,0.61743372804815,0.6055834611164235,0.9169234259114168
1,CNN+GRU,2,0.9149055682665465,0.6236226013202154,0.6110984852739592,0.9138494910049374
