window,model,epoch,train_total_loss,train_multiclass_loss,train_directional_loss,validation_mean_daily_directional_auc,validation_mean_daily_rank_ic,validation_mean_daily_macro_auc,validation_mean_daily_extreme_auc,validation_log_loss
1,FCNN,1,1.9366759359836578,1.1658670365810395,0.7708088964223861,0.5198888888888888,0.015887257360831925,0.5491245932310271,0.538890816456334,1.0939746552686846
1,FCNN,2,1.8126300990581512,1.1006791532039641,0.711950957775116,0.5505757575757577,0.05140561553977076,0.5756912464586372,0.5632505543905387,1.0661600564194185
